,총점,커리어 향상,업무와 삶의 균형,급여 및 복지,사내 문화,경영진,제목,직원유형,장점,단점
870,1,1,1,1,1,1,“사상 최악의 대기업”,현직원 · u****** · 연구개발(R&D) - 2023.09.12,"여기를 대기업이라고 말할수있나
늙은이들을 위한 곳
회사도 인재 확보는 생각없음","사상 최악의 회사를 다니다가 이제 떠나렵니다
이미 붙어놓은 곳이 있어서 속 시원하게 나갑니다"
871,1,1,1,1,1,1,“성과에 보상이 없는 회사”,현직원 · i********* · 생산엔지니어·생산관리 - 2023.09.11,일은 널널한대 임원들이 쓰레기 쌍팔년도 마인드라 성과금 받을때마다 화딱지 남,돈 안주는 것에 치가 떨림 어려우면 어려워서 좋으면 미래가 불투명해서
872,1,1,1,1,1,1,“이게 대기업이냐 돈 개안주고 직원들 로열티 다 사라지게함 도대체 오너라는 사람이 생각이 없음”,현직원 · i******** · 해외영업·사업개발·마케팅 - 2023.09.11,회사 비용 막대하게 아껴가며 직원들 로열티 떨어지게함,성과에 대한 보상 전혀 없고 정치질 꼰대문화 돈 엄청안줌 로열티가 없음
873,1,1,3,1,1,1,“쉬는날만 많고 돈을 주지않는회사”,현직원 · w******* · 품질관리·보증 전문가 - 2023.09.06,노조원기준 쉬는날 많음 자동차 좋아하면 덕업일치 가능,대졸신입기준 실수령300  역대최고성과지만 돈 안주려함
874,1,1,1,1,1,1,“직원을 주적으로 생각하는 회사”,현직원 · 1********* · 연구개발(R&D) - 2023.09.01,"직원대우를 개떡 같이 해도 묵묵히 일하는 착한 사람들

킹차갓무직 드립이 흥해서 드립치기 좋음","무능한 경영진  신규 투자진출사업 돈만 까먹는중

직원 사기 알빠노  실적이 역대 최고를 달성해도 직원을 돈 구걸하는 거지로 봄 일한만큼 달라는데 온 갖 핑계를 대며 발악함
협상철만 되면 노조까기 언플에 바쁨 회사 이미지 인 좋아지는건 생각도 못함"
875,1,1,2,1,1,1,"“최악의 인력관리, 그리고 비상식의 상식화”",현직원 · g***** · IT 기획·매니지먼트 전문가 - 2023.08.19,"워라밸이 좋음
네임벨류 좋음","상식적이지도 논리적이지도 않은 성과급 지급액 및 시급
놀라울 정도의 비정형적 업무 체계구전동화
인력관리에 대한 의지가 없고 필요성을 모름
IT보다 더 IT같은 회사를 표방하지만 레노보 쓰는 회사"
876,1,1,2,1,2,1,“회사만 돈버는 회사”,현직원 · f***** · 연구개발(R&D) - 2023.08.19,"재택근무 월급루팡이 가능
팀장급되면 차할인 20프로가능
말하면서도 이게 장점인가 싶다","매년 영업이익은 늘어나는데 매년 성과급은 줄어드는 기이한 회사
그나마 재택근무도 폐지예정"
877,1,1,1,1,1,1,“이름만 모빌리티로 바꾼 구시대적인 자종차 회사”,현직원 · i******* · 연구개발(R&D) - 2023.08.19,"일 열심히 해도 보상이 따르지 않으니 그냥 다 같이 대충함
대충해서 워라벨 낫베드",너무 많아서 정리가 힘들지만 일단 그냥 보상 체계라는게 없음 자기 맘대로임
878,1,1,1,1,1,1,“위기 무한 반복”,현직원 · i********* · 마케팅·홍보 전문가 - 2023.08.19,"워라벨
출퇴근 시간이 어느정도 자유롭다
휴일근무가 없다","국민정서 운운하며 실적에 맞는 보상업는 제조업 회사
항상 위기라며"
879,1,1,1,1,1,1,“직원임금삭감으로 원가절감하는 회사”,현직원 · l********* · 연구개발(R&D) - 2023.08.18,"탈출을 위한 추진력 무한제공
무능한 경영진
병신같은 광팔이 프로젝트들","직원들을 개돼지 취급함
어떻게든 돈을 안주려 발악하며 인재 존중이라는 것을 눈씻고 봐도 찾아볼수 없음
하급 루저들만 남게되어 현실에 안주하는 회사가 될것이 명확"
880,1,1,4,3,4,1,“소문난 잔치에 먹을것 없는 회사 ”,현직원 · l********* · 경영전략·사업기획·분석전문가 - 2023.08.18,"좋은사람들을 많이 만날수있다
헬스장이 곳곳에 있다
워라밸이 있다","회사가 직원들에게 돈주는걸 진짜 아까워한다
대기업에 맞지않는 적은 성과금
떼쓰는 노조들
작년 성과를 내년 후반기에 협상하는 회사"
881,1,1,2,1,1,1,“직원들 성과 보상따위 안중에도 없음 별점 반개도 아까운 회사”,현직원 · l********* · 연구개발(R&D) - 2023.08.18,"주변에서 대기업 다니는줄 안다
돈을 많이 버는줄 안다장점인가 단점인가","현실은 중소기업만도 못함
역대매출이 나왔음에도 온갖 핑계 다 갖다대면서 직원들 성과 보상 안해주려고 아득바득하는 회사
벽에 똥칠할때까지 회사에 뼈묻하게 해달라는 노조
회사는 봉사하러 오는게 아닌데 그저 성과만 내주는 자원봉사하는 기분입니다"
882,1,1,5,2,1,1,“워라밸만 보장되는 회사”,현직원 · l********* · 구매·물류·SCM 전문가 - 2023.07.16,칼퇴 가능 초과근무 없음 주 40시간에 딱 맞춰 업무함,꼰대 문화 일 안하는 책임급들이 너무 많음 업무 프로세스가 없음
883,1,1,1,1,1,1,“군대문화 여전”,현직원 · l***** · 경영지원·관리 전문가 - 2023.05.12,구내식당 복지포인트 스마트오피스 실바실로 워라밸 좋은 곳도 있음,정치질이 너무 심함 조직이 너무 커서 본부별 협업이 어려움
884,1,1,1,1,1,1,“일 안해도 돈주는 회사라 생각하는 사람은 추천”,현직원 · X***** · 연구개발(R&D) - 2023.03.06,"회사에서 따라고 하는 자격증 취득에 용이함
돈만 벌고 적당히 일할 사람에게는 꿀임","업무협조도 제대로 안되고 빨대 꼽으려는 사람들로 가득참
전문성을 키울 생각은 안하고 불만만 많은 사람들이 많아 회사수준이 떨어짐"
885,1,1,1,3,1,1,“워라벨이 보장되는 척 하는회사”,현직원 · I********* · 경영지원·관리 전문가 - 2023.02.21,"아침 일찍 일어나게 해줌
일찍일어 나는 새가 되게 해줌 내인생에 이런적이 없는데","저녁늦게 퇴근함
저녁밥은 안줌
일할것도 많은데 술이 우선인 사람도 많음"
886,1,1,1,1,1,1,“오너리스크가 큰 회사”,현직원 · 1******** · 경영전략·사업기획·분석전문가 - 2022.11.19,아직까지는 어른들에게는 좋은 회사라고 알려져 있는 회사,모든 사업은 회사의 미래가 아닌 오너의 경영권 승계를 위해 진행됨
887,1,1,4,2,1,1,“노사갈등최고조인 회사”,현직원 · v***** · 연구개발(R&D) - 2022.08.23,"비전있는 사업 아이템을 보유하고 있음
워라밸이 보장됨","회사가 구성원들의 업무집중도를 낮춤
업무 시스템이 없음"
888,1,2,3,1,1,1,“생산직의 생산직을 위한 회사”,현직원 · y***** · 연구개발(R&D) - 2022.07.21,"주도적인 업무수행이 부품사보다는 가능한 편
워라밸도 본인이 맘만먹으면 잘챙길수 있음
맘약하고 성실한 편이라면 가성비 안나옴","임금구조 이상함
연구사무직 생산직 묶여서 맨날 같이 욕망쳐먹고
노조는 노조비는 꼬박꼬박 떼가면서 어차피 생산직만챙기고
사측은 적닫적당히 노조랑 짝짜꿍하고 답이 없음
586 생산직을 위한곳"
889,1,1,4,1,1,1,“장점이 없는 회사”,현직원 · c***** · 연구개발(R&D) - 2022.07.20,"그나마 워라벨이 좋지만
팀바이팀 편차가 크며
오지에 있는 연구소 출퇴근 시간 감안하면 절대 좋은게 아님","경영승계에만 혈안이 되어 있는 회장
무능한 경영진
생산직에 의해 결정되는 성과금"
890,1,1,5,1,2,1,"“워라밸만 보장되는 회사, 태업하고 싶으면 오면 됨”",현직원 · l********* · IT 엔지니어 - 2022.07.19,워라밸 칼출근 및 칼퇴근 전반적인 태업 분위기 쉬는날 많음 태업 분위기 중에 실제로 열심히 묵묵히 일하는 사람들 더럿 있음 재테크 최적화 직장 시드머니가 적어서 그렇지 공부할 시간 많음,기안없는 미래 비전 UAM 인공지능 등 구체화되지 않은 사업비전 및 방향성 due date도 매번 미뤄지는 느낌 장기적 플랜이 필요하지만 아무도 구체적으로 실행하지 않으며 뜬구름 잡고 허례허식위주의 계획안 열심히 하면 바보되는 분위기 밀어주는 부서 조차도 내부 직원들 언제든지 튈 생각 중인걸 모르는 분위기
891,1,1,1,1,1,1,“탈출해야하는 회사”,현직원 · f***** · 연구개발(R&D) - 2022.07.11,합격날 부모님의 기뻐하시는 모습을 볼 수 있어서 좋았습니다,"다들 아시겠지만 근 몇년간 오고싶은 회사에서 탈출하고 싶은 회사가 되어버렸습니다 회사가 어려울때도 지금처럼 역대급 영업이익을 찍었을 때도 성과급이 적습니다 회사가 잘되나 못되나 똑같이 개차반이라면 누가 열심히 일하고 싶어할까요
패배의식이 팽배한 회사 오래가지 못할듯해서 저도 이직 준비 중입니다"
892,1,1,2,2,1,1,“패배주의에 찌들어 버린 회사”,현직원 · l***** · 연구개발(R&D) - 2022.06.26,"자동차를 많이 탈 수 있다
차 할인을 받을 수 있다","급여 성과금이 진짜 최악의 수준
입잘털고 외향적이면 일 못해도 인정받음"
893,1,1,2,1,3,1,“생각없이 다니기 좋은 회사”,현직원 · 자******* · 연구개발(R&D) - 2022.05.18,"1 아무생각없어도 됨
2 05인분해도 지장없음
3 대기업","1 급여  대기업이아님 사대리는 특히 노답
2 위치  남양연구소 교통 개 임
3 커리어  사실상 무덤 탈현대는 능지순
4 경영진  돈안주려고 발악하는데 광은 팜"
894,1,1,5,1,3,1,“언론플레이만 즐기는 저무는 회사”,현직원 · l********* · 연구개발(R&D) - 2022.05.03,"부바부지만 업무강도 낮음
루틴한 업무의 반복
자유로운 분위기","이사회 경영진 독재 회사
급여는 임금피크제 수준
커리어의 무덤"
895,1,1,1,1,1,1,“외국인이나 검머외만 중역되는 글로벌한 회사”,현직원 · i********* · 연구개발(R&D) - 2022.04.30,"매달 월급이 나온다
출퇴근버스가 있다
점심식사는 공짜다
컴퓨터와 의자 책상을 준다","월급이 적고 성과급은 신사업에 몰아준다
출퇴근이 3시간 이상 걸린다
점심이 맛이 없다
컴퓨터 교체를 7년후에 해주고 의자 책상은 안바꿔준다"
896,1,1,1,1,1,1,“중소기업같은 회사”,현직원 · l******** · 연구개발(R&D) - 2022.04.30,"시골이어서 공기가 좋다
자동차 많이 볼 수 있어서 좋다","1 연봉 삼전 SK LG 보다 23 천만원 낮음
작은 돈이라도 안 주려고 하는 모습이 보임

2 거의 전 직원이 회사가 망했으면 하는 바람을 가짐

3 군대 문화 회식 엄청 많음 꼰대 많음

4 신입 이직률 높음"
897,1,1,4,1,1,1,“자괴감만 드는 회사”,현직원 · 영***** · 연구개발(R&D) - 2022.04.17,"주변에서 좋은 회사인줄 암
차 싸게 삼
부모님이 좋아하심","보수가 극히 매우 몹시 적음
근무지가 안 좋음
소속감이 안듬"
898,1,1,1,1,1,1,“망해가는 회사의 표본”,현직원 · .**** · 품질관리·보증 전문가 - 2022.04.13,"조금 나은 워라밸
그리고 없음
30자 채우라는데 진짜 없음","1 대기업의 타이틀을 지우려는 회사
2 무논리의 회사
3 복지는 자동차 할인 해비치 말고 전무
4 밥도 매년 불만이지만 개선되는걸 보기 어려움 개선되는척 하면서 개선 안 됨
그린푸드 독점인거 문제 안 되는가
5 실적이 있어도 돈 안줘 실적 나쁘면 더 안줘
6 일반직에게 없다시피한 통근버스
7 철저한 현장 노동자 중심
8 타이틀만 대기업 내부 시스템은 중소기업
9 젊은 사대리에게 꼰대 마인드 심어주는 회사
10 노조가 좋은 거 같지만 결국 노조나 회사나 똑같은 회사

탈출이 답인 회사"
899,1,1,4,1,1,1,"“열심히해도 대우해주지 않음, 일 안하는 사람이 승자”",현직원 · b***** · 구매·물류·SCM 전문가 - 2022.04.13,"기본적인 워라밸이 좋은 편
개인 역량에따라 일 하는척만 하고 돈받아갈수 있음","열심히 일해봤자 리워드 전혀없음
아직도 승진진급은 돌려먹기
꼰대도 많고 일부 부문만 일하는듯"
900,1,1,2,2,1,1,“국내 유일 자동차 제조 중소기업”,현직원 · 하**** · 연구개발(R&D) - 2022.04.09,"국내 유일 자동차 제조 중견기업
모두까기 잘하는 수평적인 조직 문화
보금자리 대출 가능한 적절한 월급 수준","인생의 미래를 설계하려하지 않게 됨
이직은 어디로 하지
부서장이 꽤나 무능하고 업무에 별 관심이 없음
주제도 모르고 대기업이라고 착각함"
901,1,1,1,1,1,1,“과거의 나에게 왜그랬는지 물어보고 싶다”,현직원 · l******* · 연구개발(R&D) - 2022.04.08,그나마 꼽자면 자동차 좋아하는 사람이면 좋을 듯 근데 난 자동차 별로 관심 없는데,제자리 연봉 무능하고 탐욕스런 경영진 직원 월급은 깎으면서 경영진 연봉만 오름 내부적으로 성과금 안주려고 경영실적 깎아내리기 연구소 기준 위치와 출퇴근 시간 하루 평균 34시간 식물노조 아 그냥 오지 마세요
902,1,1,2,1,1,1,“2010년대 초반 반짝한 회사”,현직원 · i********* · 연구개발(R&D) - 2022.04.04,"1 차량 구매시 할인
2 실상에 비해 좋은 네임밸
3 완성차 특성상 고객사의 위치
4 대리급까지는 노조의 보호를 받음 노조원 한정
제헌절 식목일 명절 다음날 노조창립일 월차 등
휴일 많음","1 기본급이 낮고 성과급으로 메우는 연봉구조
이로인해 2010년대 중후반 낮아진 성과와 함께 연봉
지속 하락 하지만 최근 성과가 반등한것에 비해
적은 성과급
2 성과급 문제로 회사에 대한 불신 팽배 직원들의
사기 하락 신입사원 노쇼사태 발생
3 체계적이지 않은 개발 프로세스 표준일정보다
일단 무조건 줄이고 보는 방식 그 피해는 고스란히
설계 시험팀으로
4 강성노조가 있으나 연구소의 목소리는 묻힘 도리어
타 회사에서는 회사에서 먼저 해주는 복지들이
노조에서 이야기 꺼내지 않으면 먼저 안해주고
노조에서는 그것을 쟁취했다고 광팔이 함
5 직원들 불만의 아우성치나 귀막고 모른채 하는
경영진
6 국내 경쟁사 없어 이직 어려움"
903,1,1,1,1,1,1,“트렌드를 못읽는 회사와 공장 노조의 콜라보”,현직원 · P***** · 연구개발(R&D) - 2022.03.24,"남양 시골 기숙사 2만원
음

놀고 먹으면서 생각안하고 일할 수 있음

차살때 처음 20퍼 할인 그 이후 10퍼

끝","1 공장 생산직 노조에 의해 결정되는 성과급

2 사대리급 연봉은 대기업 수준  중견기업급

3 소똥냄새나는 남양읍 위치

4 연구원이라고 불리지만 실상은 피피티만 만들고 메일보내는게 다임 커리어 작살"
904,1,1,1,1,1,1,“경영진이 무책임함”,현직원 · i******* · 연구개발(R&D) - 2022.03.17,꿀팀에 가면 일 대충해도 됨 다만 커리어 망함 출퇴근 지옥을 경험해서 다른 어디를 가도 잘 살아남을 수 있음,꼰대 문화 무책임한 경영진 경영진의 보수와 임직원 보수의 간극
905,1,1,3,1,1,1,“경영진 최악 ”,현직원 · f***** · 연구개발(R&D) - 2022.03.12,"자동차업계 한국에서는 탑티어
최근 워라벨 조금은 좋아짐","출퇴근 및 경영진은 무능함
꼰대 군대 문화
급여체계 최악 인상률 최악
밥 엄청 맛없음"
906,1,1,5,2,1,1,“워라밸만 좋은 회사”,현직원 · i********* · 연구개발(R&D) - 2022.03.07,"부바부이긴하지만 대체적으로 워라밸 좋음
주40시간만 칼같이 채우는 부서들이 많음
2년에 한번 차 할인","워라밸빼고 좋은게 하나도 없음
자동차 할인이외에 복지가 전무하다고 보면됨
날이갈수록 떨어지는 연봉에 전체적인 분위기가 안좋음
패배의식 팽배
출퇴근할때 시간도 오래걸리는데 차에서 내리면 똥냄새도 오짐"
907,1,1,1,1,1,1,“방향은 맞으나 방법은 모르는..”,현직원 · g***** · IT 기획·매니지먼트 전문가 - 2022.02.25,네임벨류 완성차oem으로 생태계 상단에 위치 신사업 관심많음,바뀌지 않는 기존 문화 체계 시스템 특히 시스템과 프로세스가 없다고 보면됨 전래동화 같은 인수인계
908,1,1,2,1,1,1,“거짓말이 많은 회사”,현직원 · i********* · 생산엔지니어·생산관리 - 2022.02.24,"점심 식대 제공
사내 버스 무료
월차 연차 있음
건강검진 무료","매번 메일로 뭐 할 것 처럼 글 쓰지만 정작 이뤄진 것은 없음
갈라치기를 많이 함 탤런트리워드 노조와 비노조 휴무 다름
꼰대마인드"
909,1,1,3,2,3,1,“커리어가 사라지는 회사”,현직원 · 1******* · 연구개발(R&D) - 2022.02.23,"식당 메뉴가 많다 맛은 그냥 그렇다
기숙사 제공됨 기숙사 없었으면 안 왔을 것","타 직군 대비 낮은 연봉
워라밸도 부바부 하루 12시간 씩 초과근무는 기본 12시간씩 근무도 다반사"
910,1,1,1,1,1,1,“예전의 명성은 빠잉”,현직원 · !******* · 해외영업·사업개발·마케팅 - 2022.02.17,"적당한연봉과 워라벨 유지그리고
다양한 복지제도가 있을것이오",단점은 올라가지 않는 연봉과 노조가 일반직 성과금을 다협상
911,1,1,2,1,1,1,“개인발전을 도모하는 회사”,현직원 · l********* · 연구개발(R&D) - 2022.02.13,저임금으로 직원의 생존 능력을 향상시키고 현실에 안주할수 없게 함,저난이도 업무로 인한 자괴감과 직원들간 저난이도 업무를 맡기 위한 신경전
912,1,1,1,1,1,1,“돔.황.차”,현직원 · 1********* · 생산엔지니어·생산관리 - 2022.02.09,"워라벨
칼퇴
눈치안보고다니기
휴가많음 연차월차하계휴가노조창립일성과급투표일 등등","커리어무덤
성과급후려치기 임원은오르고 평직원내리기
영업이익 분산시키기 수직계열화를 이용해서 다 분산시킴
그리고 현차 성과급 후려치고 나머지 회사는 현차보다 더 안줌 
되도안한 사업 많이함 엔지니어출신이 왕이아님
탁상공론 엄청남
그냥 미래가없음 돔황차
제테크만이답인회사"
913,1,1,1,1,1,1,“삼전가기전 차사기 좋음”,현직원 · c***** · 연구개발(R&D) - 2022.01.31,"월급은 월급날 잘 나옴
삼전 하닉 공기업 가기 전 차사고 가면됨","월급은 잘 나오지만 금액은 읍
직원은 그냥 소모품일뿐 싫으면 나가라 마인드
눈막귀막 경영진들 자기 배 불리기만 바쁨
내부는 썩어가는데 그것도 모름
제 2의 현산될듯"
914,1,1,5,1,1,1,"“워라벨은 체고, 하지만 급여는..”",현직원 · i******** · 연구개발(R&D) - 2022.01.22,워라밸 최고입니다 근데 그거 말곤 없어요 남양 갈생각하면 한숨만,근무지가 시골인데다 급여도 적고 성과금보면 더 한숨
915,1,1,1,1,1,1,“하루가 다르게 퇴보하는 회사”,현직원 · 현**** · 연구개발(R&D) - 2022.01.18,"없다 진짜로 없다
인재존중이라고는 찾아볼 수 없으면 군대식 꼰대 문화가 여전하다 거기다가 충분한 보상또한 없으니 누가 열심히 일할까",장점이 없다 모든점이 단점이다 정말 여기가 국내 굴지의 대기업이 맞나 싶을 정도로 놀라고 특흐 CEO 교체 이후에 외부 이미지 관리와 온힘을 쏟으며 직원들은 개돼지 취급하며 언론플레이를 통해 자기 회사 직원들을 욕먹이는데 힘쓰며 당장 눈앞에 이익에만 열을 올리는 모습이 가관이다 하지만 외부에서는 혁신적인 리더인것처럼 행동하는것 또한 통탄을 금치 못할 일이다
916,1,1,1,1,1,1,“장점이 없는 회사 곧 망할꺼 같음”,현직원 · I********* · 연구개발(R&D) - 2022.01.16,"과거의 영광이 있다
자동차 유일 업계이다
기계과에서는 잘난가볼수있다","경영층의 말도 안되는 그요구
부서별 이기주의
일하는부서만 일함
복지가 좋지 않음
군대식 문화
발전가능성이 없음
본인 커리어 쌓지못한다"
917,1,1,1,1,1,1,“무능한 리더십 / 한참 잃은 방향성 ”,현직원 · :******** · 경영전략·사업기획·분석전문가 - 2022.01.14,"재택 근무 하면서 잡비 줄일 수 있는 점 
쓰면서도 어이 없음 

팀 바이 팀이겠만 그간 함께했던 회사 사람들이 좋음","불명확한 사업 방향성
갈길을 잃은 듯 함

말하기도 부끄러운 연봉"
918,1,1,1,2,1,1,“기혼 유자녀에게는 좋은 회사”,현직원 · z***** · 경영지원·관리 전문가 - 2022.01.14,삼성 sk에는 절대 비할 수 없지만 어찌됐건 명목상 대기업으로서 유지하고 있는 높은 급여 수준과 복지,"이 회사에서의 시간들이 유의미한 커리어로 이어지지는 않음
수많은 기능이 분절된 대기업에서의 어쩔 수 없는 한계일 것"
919,1,1,5,1,2,2,“워라밸 말고는 볼거없는 회사가 됨”,현직원 · 1********* · 마케팅·홍보 전문가 - 2021.12.25,"7년차 근무하는데 최근 3년간 워라밸이 굉장히 좋아짐
야근이나 주말근무 언제 했지 기억 안나고
평소에도 커탐 하다보면 하루 다 감","1 워라밸이 좋아지며 급여는 쭈욱 감소했으니 기대 말길
2 본사 연구소 공장 간 업무만족도 편차심함 일단 공장은 연고지 아닌이상 웬만하면 거르는걸 추천
3 어떤 문제들을 파내다보면 항상 노조라는 벽에 막히는 회사"
920,1,1,1,1,1,1,“왜 별을 한개나 줘야하죠?”,현직원 · l********* · 연구개발(R&D) - 2021.11.15,재택 많이 할 때는 출퇴근이 나쁘지 않았음 30자를 쓸게 없는데,"남양 서울 주거 기준 하루에 4시간 이상 버리는 출퇴근 시간과 이런 불만을 알고 있으면서도 개선 의지가 전혀 없는 경영층 사색의 시간으로 쓰라는 드립침
회사 실적이 좋아져도 오르지 않는 급여
실익 없이 이미지만 나쁘게 만드는 노조
너무 많은데"
921,1,1,1,1,1,1,“경영진도 노조도 직원도 답없는 회사”,현직원 · n********* · 연구개발(R&D) - 2021.09.24,"1 많은 워라밸과 생각보다 터치가 별로 없는 회사
2 업무량이나 강도 대비 이 정도면 급여 꽤 높다 솔직히 그만 징징들 거려라
3 일이 없고 화장실에서 때우다 퇴근해도 뭐라안함","1 경영진 노조 직원들 모두 노답
2 심각한 원가 절감과 업무 지원 열악
3 모두가 일을 안하고 광파는 문화 조직 단결력 최악
4 매너리즘과 배울만한 선배 의욕없는 후배
5 커리어 박살 동일 연차 타 기업 대비 실력들 없음
6 경영진들은 조직에 비전과 미래를 제시하기 보다 자리보전과 자기 사람들을 요직에 앉혀 입지 다지기 급급
7 대부분 용역관리 업무가 주라 성취 및 성장 가능성 제로"
922,1,1,1,1,1,1,“인재 존중을 외치지만 실제론 인재들은 버려지는 회사”,현직원 · I********* · 생산엔지니어·생산관리 - 2021.08.17,"노조의 실체를 알게 됨
정경유착이 뭔지 알게 됨
언론통제로 선동하는 법을 알게 됨
세상은 성적순이 아니란것을 알게 됨
영화 내부자들이 거짓이 아니란걸 알게 됨","어려운시기 직원 연봉은 동결 임원진은 대폭상승하는 회사
보상이 없고 역차별만 존재하는 회사
노조도 말로만 강성이지 정치인들이랑 다를바 없어 수적으로 많은 편에 서서 한 것도 없으면서 자화자찬하며 다음 투표만 생각함"
923,1,1,2,1,1,1,“시간을 돌릴 수만 있다면”,현직원 · l******** · 연구개발(R&D) - 2021.08.10,그나마 워라밸근데 이건 요즘 다른 대기업들이 더 좋은 것 같더라,무능하고 탐욕스런 경영진직원 임금은 깎으면서 양궁 같은 취미생활에 돈 써대는 아직 여전한 군대문화 성과와 반비례하는 날로 줄어드는 성과금 개밥 근무지 위치
924,1,1,5,1,1,1,“두개붙었으면 고민 안해도 되는 회사”,현직원 · t********* · 생산엔지니어·생산관리 - 2021.07.30,"부바부 지만 일찍마침
그래도 현대차 간판
그래도 먹고살만한 월급","근무환경 열악
현장아저씨 생떼
공정기술인지 보전인지 지원관지 품질인지 모르는 직무
최대성과 최소성과급"
925,1,1,2,1,1,1,“남는게 없는 회사”,현직원 · W***** · 연구개발(R&D) - 2021.07.29,"칼퇴근하려면 언제든지 할수있다
차가 있거나 수 금요일같은경우는 4시에도 퇴근 가능","대기업이라고 할만한 기업 중에서는 가장 적은 연봉
역대급 성과가 나와도 경영진들만 돈잔치하고 직원들은 박봉
직원을 원가절감의 대상으로 보는 회사
기숙사에 살지 못하면 통근하는데 하루에 3시간은 기본으로 쓰이는 근무지"
926,1,2,2,1,1,1,“현차는 옛날 명성 잃은지 오래다”,현직원 · D***** · 품질관리·보증 전문가 - 2021.07.21,"아직도 밖에서 인지도는 높음
기계공학과라면 역량을 실현하기에 자동차회사가 적절하긴 함","군대식 꼰대문화가 너무너무 심함
기술직들이 미쳐날뜀 기술직들의 천국
허술하기 짝이없는 경영진과 인사팀
윗선이 너무 옛날식 사고방식이라 회사의 발전이 없음"
927,1,1,5,1,5,1,“원가절감은 임직원 급여로부터~”,현직원 · O***** · 연구개발(R&D) - 2021.07.19,"워라벨 좋음
30자 이상 적어야 한다는데 워라벨 빼고는 그닥 없음","워라벨 빼고 전부 다
초봉이 가장 높은 회사
연구일반직은 임직원으로 쳐주지도 않는 회사"
928,1,1,1,2,1,1,“언론에서 알려진것과는 달리 수준 낮은 회사”,현직원 · l******** · 연구개발(R&D) - 2021.07.19,"연구소 기준 워라밸 좋은 부서가 종종 있음
차량 할인
신차구경하는 재미","언론을 통해 알려진것보다 10001500 정도 낮은 페이
연봉을 전년대비 삭감 할 수 있는 인사 시스템
비협조적인 부서간 업무"
929,1,1,4,1,3,1,“워라벨만 있는 회사”,현직원 · 그******* · 연구개발(R&D) - 2021.07.18,"1 재택근무
2 수요일 4퇴 금요일 3퇴
3 기계과 전공살리는 자동차업무","1 타 대기업대비 낮은 급여
2 모든 복지가 기술직들에 치우쳐 있음
3 매년 노사협상때문에 스트레스가 심함
4 회장과 경영진이 무능 그 자체
5 돔황챠"
930,1,1,3,1,1,1,“점심 저녁 공짜로 제공하는 인지도 높은 제조업 기업.”,현직원 · i********* · IT 엔지니어 - 2021.07.17,"전국민이 아는 인지도 높은 회사
점심 저녁 공짜로 줌
성과에 대한 압박이 없는 호봉제
정년 60세
월차가 있음","전국민이 안티인 회사
공짜에 걸맞는 식사의 질
애사심이 생길 수 없는 연봉
성과를 내고싶은 열정이 생길 수 없는 호봉제
말해봤자 입만 아픈 586 생산직 노조"
931,1,1,1,1,1,1,“회사의 모든 역량을 동원해 직원 욕 먹게 하려는 회사”,현직원 · 1********* · 연구개발(R&D) - 2021.07.17,"재벌의 추악함을 깨달을 수 있게 된다
끊임없는 이직 준비만이 살길이라는 것을 알게된다","복지 식사 임금 동기 부여 등 직원이 원하는 모든 부분의 비용을 절감하려고 노력하는 회사
높은 연봉으로 광고하며 신입사원을 모집하지만 실상 신입 본봉은 3900만원 수준
중소기업 연봉과 복지 그와중에 언론을 통해 귀족노조 프레임을 씌워서 직원 욕 먹임
돈이라도 많이 받고 욕먹으면 억울하지라도 않지"
932,1,1,1,1,1,1,“국내에선 비교할 수 없는 업계 탑티어”,현직원 · !******** · 품질관리·보증 전문가 - 2021.07.17," 국내에선 업계 탑티어라 사실상 경쟁자가 없으며 그 덕분에 직원들은 커리어 성장이 입사와 동시에 멈춘다고 볼 수 있다

 자동차 구매 할인율은 업계 탑티어 하지만 모든 복지비용을 차량구매할인에 모두 투자하고있어 기타 복지는 회사 규모에 비하면 많이 아쉬움

 업계 탑티어 답게 연봉에 있어서도 업계 탑 탑의 높이가 굉장히 낮지만 IT업계와 비교하면 안된다"," 책임질 줄 모르는 경영진일수록 성공하는 회사 경영환경 악화에도 IT업종 대비 열악한 경영진의 임금은 보전해주는 착한 회사 경영부진의 책임은 온전히 직원들의 몫이다

 여우가 왕인 회사 대표이사가 직원들에게 약속을 하더라도 울산 공장장이 반대를 하면 모두가 공장장을 따른다 수평적 조직문화를 보고싶다면 꼭 와도 좋은 회사"
933,1,1,1,1,1,1,“워라밸만 있는회사”,현직원 · l******** · 연구개발(R&D) - 2021.07.16,워라밸은 확실히 있다 부서바이부서지만 근데 돈을 주지않는다,돈을 안준다 일은 열심히 하는데 회사도 그만큼 벌었는데 돈을 안준다
934,1,1,2,1,1,1,“군대문화 대신 희생을 강요하는 문화”,현직원 · x***** · 연구개발(R&D) - 2021.07.15,근무강도가 줄어들고 있습니다만 이건 회사 자체적인 의지로 된건 아닌듯,"호봉제라 연봉을 알수가 없음
기술직보다 급여가 짜다
기술직위주 회사라 모든 논의에 빠져있음
경영진이 회사 개선에 관심이 없음
영업이익이 늘어도 성과금을 안줌
복지도 진짜 없음
출장시 식대 6천원 숙박비 5만원 "
